alpha,exact,cutoff_mass_mc2,MC-I,MC-II,GJ-I,GJ-II,MC-I_rel_err,MC-II_rel_err,GJ-I_rel_err,GJ-II_rel_err
1.7326262626262627,0.4165075240847272,0.012058732473896366,0.41617669428839954,0.4145939221912885,0.41650752408483677,0.41650752585594764,0.0007942948859198737,0.004594399339228812,2.63090115289759e-13,4.252553304961825e-09
1.7425252525252524,0.4096310115041764,0.014201614355577619,0.40895390986468005,0.4068950126695252,0.4096310115052215,0.4096310119318628,0.0016529550265494354,0.00667917896304905,2.551341121350222e-12,1.0440771677313095e-09
1.7524242424242424,0.4027220556082031,0.0167252943658167,0.4028435292594947,0.4005579925452991,0.4027220556082557,0.4027220577517115,0.00030163148404699635,0.005373589632769865,1.3053434616738277e-13,5.322550232722455e-09
1.7623232323232323,0.39578183986562493,0.019697441756919277,0.3964961867647322,0.39303725490560854,0.3957818398660103,0.3957818441108609,0.0018049006476643778,0.006934590432315515,9.736637031608827e-13,1.0726202085247736e-08
1.7722222222222221,0.38881156503472125,0.02319775086052912,0.38864849275352453,0.38427111498004324,0.3888115650334004,0.3888115707533129,0.00041941211594916523,0.011677764920064934,3.397101452675661e-12,1.4707874379346582e-08
1.7821212121212122,0.3818124490115056,0.02732007798922143,0.3815124430940905,0.3771088687217859,0.38181244901069933,0.3818124483661896,0.0007857415812181651,0.012319085723624322,2.1116230300246004e-12,1.6901386243426295e-09
1.7920202020202018,0.3747857266702648,0.032174958073504865,0.3743271275999058,0.3693044519237894,0.3747857266709983,0.37478573366225654,0.0012236300310403078,0.014625089368191893,1.957183265453418e-12,1.8655971307843827e-08
1.801919191919192,0.367732649696302,0.037892568514637154,0.36729112622072096,0.3607628983720983,0.36773264969712033,0.36773264678102474,0.0012006643303107778,0.01895331113503185,2.225381379997253e-12,7.927708470380465e-09
1.8118181818181818,0.3606544864108213,0.04462621972517326,0.35977361357629967,0.35250370445328777,0.36065448641079784,0.3606544854316915,0.0024424286060821363,0.02259997383825415,6.510723658120426e-14,2.7148694100879283e-09
1.8217171717171716,0.35355252158788814,0.05255646595163287,0.3533965941908848,0.34523389541051314,0.3535525215895898,0.3535525291672578,0.0004410303631919025,0.0235286857523009,4.812973252744781e-12,2.143774750463205e-08
1.8316161616161617,0.34642805626341044,0.06189594660573575,0.34616423235794286,0.3355088286699491,0.34642805626186135,0.34642804952566236,0.0007615546740446007,0.03151946672921552,4.471618733679035e-12,1.9449198642743494e-08
1.8415151515151513,0.33928240753608163,0.07289508791831224,0.3384245096575385,0.32625515236415387,0.33928240753547556,0.33928240694131356,0.0025285657596375334,0.03839649472701397,1.7863311969053958e-12,1.7530177071331752e-09
1.8514141414141414,0.3321169083602294,0.08584881779845183,0.33253169834987883,0.31636639246819265,0.3321169083586017,0.3321169143171781,0.0012489276492949404,0.047424613127353944,4.900978948766635e-12,1.7936300628275567e-08
1.8613131313131313,0.3249329073305216,0.10110447394824121,0.32401956383246705,0.30510585675357677,0.3249329073309001,0.32493289783336654,0.0028108679590445433,0.061018906148452276,1.164779006854271e-12,2.9228049385334503e-08
1.871212121212121,0.3177317684584723,0.1190711172790888,0.3156941850686519,0.2949829815889978,0.3177317684581781,0.3177317998305588,0.0064129041918158745,0.07159745775452035,9.2596690268987e-13,9.873764493837248e-08
